"date","num_infs","location"
2020-05-22,0,"Lithuania"
2020-05-23,100,"Lithuania"
2020-05-24,0,"Lithuania"
2020-05-25,0,"Lithuania"
2020-05-26,0,"Lithuania"
2020-05-27,0,"Lithuania"
2020-05-28,0,"Lithuania"
2020-05-29,0,"Lithuania"
2020-05-30,0,"Lithuania"
2020-05-31,100,"Lithuania"
2020-06-01,100,"Lithuania"
2020-06-02,0,"Lithuania"
2020-06-03,0,"Lithuania"
2020-06-04,0,"Lithuania"
2020-06-05,0,"Lithuania"
2020-06-06,0,"Lithuania"
2020-06-07,0,"Lithuania"
2020-06-08,0,"Lithuania"
2020-06-09,0,"Lithuania"
2020-06-10,100,"Lithuania"
2020-06-11,0,"Lithuania"
2020-06-12,0,"Lithuania"
2020-06-13,0,"Lithuania"
2020-06-14,0,"Lithuania"
2020-06-15,0,"Lithuania"
2020-06-16,0,"Lithuania"
2020-06-17,0,"Lithuania"
2020-06-18,0,"Lithuania"
2020-06-19,0,"Lithuania"
2020-06-20,0,"Lithuania"
2020-06-21,0,"Lithuania"
2020-06-22,0,"Lithuania"
2020-06-23,0,"Lithuania"
2020-06-24,0,"Lithuania"
2020-06-25,100,"Lithuania"
2020-06-26,0,"Lithuania"
2020-06-27,0,"Lithuania"
2020-06-28,0,"Lithuania"
2020-06-29,0,"Lithuania"
2020-06-30,0,"Lithuania"
2020-07-01,0,"Lithuania"
2020-07-02,0,"Lithuania"
2020-07-03,0,"Lithuania"
2020-07-04,0,"Lithuania"
2020-07-05,0,"Lithuania"
2020-07-06,0,"Lithuania"
2020-07-07,0,"Lithuania"
2020-07-08,0,"Lithuania"
2020-07-09,0,"Lithuania"
2020-07-10,0,"Lithuania"
2020-07-11,0,"Lithuania"
2020-07-12,0,"Lithuania"
2020-07-13,100,"Lithuania"
2020-07-14,0,"Lithuania"
2020-07-15,0,"Lithuania"
2020-07-16,0,"Lithuania"
2020-07-17,0,"Lithuania"
2020-07-18,0,"Lithuania"
2020-07-19,0,"Lithuania"
2020-07-20,0,"Lithuania"
2020-07-21,0,"Lithuania"
2020-07-22,0,"Lithuania"
2020-07-23,0,"Lithuania"
2020-07-24,0,"Lithuania"
2020-07-25,0,"Lithuania"
2020-07-26,0,"Lithuania"
2020-07-27,NA,"Lithuania"
2020-07-28,NA,"Lithuania"
2020-07-29,NA,"Lithuania"
2020-07-30,NA,"Lithuania"
2020-07-31,NA,"Lithuania"
2020-08-01,NA,"Lithuania"
2020-08-02,NA,"Lithuania"
2020-08-03,NA,"Lithuania"
2020-08-04,NA,"Lithuania"
2020-08-05,NA,"Lithuania"
2020-08-06,NA,"Lithuania"
2020-08-07,NA,"Lithuania"
2020-08-08,NA,"Lithuania"
2020-08-09,NA,"Lithuania"
2020-08-10,NA,"Lithuania"
2020-08-11,NA,"Lithuania"
2020-08-12,NA,"Lithuania"
2020-08-13,NA,"Lithuania"
2020-08-14,NA,"Lithuania"
2020-08-15,NA,"Lithuania"
2020-08-16,NA,"Lithuania"
2020-08-17,NA,"Lithuania"
2020-08-18,NA,"Lithuania"
2019-12-31,0,"Luxembourg"
2020-01-01,0,"Luxembourg"
2020-01-02,0,"Luxembourg"
2020-01-03,0,"Luxembourg"
2020-01-04,0,"Luxembourg"
2020-01-05,0,"Luxembourg"
2020-01-06,0,"Luxembourg"
2020-01-07,0,"Luxembourg"
2020-01-08,0,"Luxembourg"
2020-01-09,0,"Luxembourg"
2020-01-10,0,"Luxembourg"
2020-01-11,0,"Luxembourg"
2020-01-12,0,"Luxembourg"
2020-01-13,0,"Luxembourg"
2020-01-14,0,"Luxembourg"
2020-01-15,0,"Luxembourg"
2020-01-16,0,"Luxembourg"
2020-01-17,0,"Luxembourg"
2020-01-18,0,"Luxembourg"
2020-01-19,0,"Luxembourg"
2020-01-20,0,"Luxembourg"
2020-01-21,0,"Luxembourg"
2020-01-22,0,"Luxembourg"
2020-01-23,0,"Luxembourg"
2020-01-24,0,"Luxembourg"
2020-01-25,0,"Luxembourg"
2020-01-26,0,"Luxembourg"
2020-01-27,0,"Luxembourg"
2020-01-28,0,"Luxembourg"
2020-01-29,0,"Luxembourg"
2020-01-30,0,"Luxembourg"
2020-01-31,0,"Luxembourg"
2020-02-01,0,"Luxembourg"
2020-02-02,0,"Luxembourg"
2020-02-03,0,"Luxembourg"
2020-02-04,0,"Luxembourg"
2020-02-05,0,"Luxembourg"
2020-02-06,0,"Luxembourg"
2020-02-07,0,"Luxembourg"
2020-02-08,0,"Luxembourg"
2020-02-09,0,"Luxembourg"
2020-02-10,0,"Luxembourg"
2020-02-11,0,"Luxembourg"
2020-02-12,0,"Luxembourg"
2020-02-13,0,"Luxembourg"
2020-02-14,0,"Luxembourg"
2020-02-15,0,"Luxembourg"
2020-02-16,0,"Luxembourg"
2020-02-17,0,"Luxembourg"
2020-02-18,0,"Luxembourg"
2020-02-19,0,"Luxembourg"
2020-02-20,100,"Luxembourg"
2020-02-21,0,"Luxembourg"
2020-02-22,0,"Luxembourg"
2020-02-23,0,"Luxembourg"
2020-02-24,100,"Luxembourg"
2020-02-25,200,"Luxembourg"
2020-02-26,0,"Luxembourg"
2020-02-27,400,"Luxembourg"
2020-02-28,0,"Luxembourg"
2020-02-29,0,"Luxembourg"
2020-03-01,0,"Luxembourg"
2020-03-02,0,"Luxembourg"
2020-03-03,100,"Luxembourg"
2020-03-04,600,"Luxembourg"
2020-03-05,300,"Luxembourg"
2020-03-06,300,"Luxembourg"
2020-03-07,100,"Luxembourg"
2020-03-08,100,"Luxembourg"
2020-03-09,600,"Luxembourg"
2020-03-10,100,"Luxembourg"
2020-03-11,100,"Luxembourg"
2020-03-12,0,"Luxembourg"
2020-03-13,500,"Luxembourg"
2020-03-14,500,"Luxembourg"
2020-03-15,300,"Luxembourg"
2020-03-16,200,"Luxembourg"
2020-03-17,600,"Luxembourg"
2020-03-18,200,"Luxembourg"
2020-03-19,800,"Luxembourg"
2020-03-20,400,"Luxembourg"
2020-03-21,300,"Luxembourg"
2020-03-22,0,"Luxembourg"
2020-03-23,200,"Luxembourg"
2020-03-24,0,"Luxembourg"
2020-03-25,300,"Luxembourg"
2020-03-26,0,"Luxembourg"
2020-03-27,100,"Luxembourg"
2020-03-28,200,"Luxembourg"
2020-03-29,300,"Luxembourg"
2020-03-30,200,"Luxembourg"
2020-03-31,300,"Luxembourg"
2020-04-01,200,"Luxembourg"
2020-04-02,0,"Luxembourg"
2020-04-03,300,"Luxembourg"
2020-04-04,0,"Luxembourg"
2020-04-05,100,"Luxembourg"
2020-04-06,0,"Luxembourg"
2020-04-07,100,"Luxembourg"
2020-04-08,200,"Luxembourg"
2020-04-09,0,"Luxembourg"
2020-04-10,400,"Luxembourg"
2020-04-11,0,"Luxembourg"
2020-04-12,0,"Luxembourg"
2020-04-13,200,"Luxembourg"
2020-04-14,200,"Luxembourg"
2020-04-15,0,"Luxembourg"
2020-04-16,100,"Luxembourg"
2020-04-17,0,"Luxembourg"
2020-04-18,0,"Luxembourg"
2020-04-19,100,"Luxembourg"
2020-04-20,100,"Luxembourg"
2020-04-21,0,"Luxembourg"
2020-04-22,100,"Luxembourg"
2020-04-23,0,"Luxembourg"
2020-04-24,300,"Luxembourg"
2020-04-25,0,"Luxembourg"
2020-04-26,200,"Luxembourg"
2020-04-27,0,"Luxembourg"
2020-04-28,0,"Luxembourg"
2020-04-29,0,"Luxembourg"
2020-04-30,0,"Luxembourg"
2020-05-01,100,"Luxembourg"
2020-05-02,0,"Luxembourg"
2020-05-03,0,"Luxembourg"
2020-05-04,0,"Luxembourg"
2020-05-05,0,"Luxembourg"
2020-05-06,0,"Luxembourg"
2020-05-07,0,"Luxembourg"
2020-05-08,0,"Luxembourg"
2020-05-09,0,"Luxembourg"
2020-05-10,0,"Luxembourg"
2020-05-11,0,"Luxembourg"
2020-05-12,0,"Luxembourg"
2020-05-13,0,"Luxembourg"
2020-05-14,0,"Luxembourg"
2020-05-15,0,"Luxembourg"
2020-05-16,0,"Luxembourg"
2020-05-17,0,"Luxembourg"
2020-05-18,0,"Luxembourg"
2020-05-19,0,"Luxembourg"
2020-05-20,0,"Luxembourg"
2020-05-21,0,"Luxembourg"
2020-05-22,0,"Luxembourg"
2020-05-23,0,"Luxembourg"
2020-05-24,0,"Luxembourg"
2020-05-25,0,"Luxembourg"
2020-05-26,0,"Luxembourg"
2020-05-27,0,"Luxembourg"
2020-05-28,0,"Luxembourg"
2020-05-29,0,"Luxembourg"
2020-05-30,0,"Luxembourg"
2020-05-31,0,"Luxembourg"
2020-06-01,0,"Luxembourg"
2020-06-02,0,"Luxembourg"
2020-06-03,0,"Luxembourg"
2020-06-04,0,"Luxembourg"
2020-06-05,0,"Luxembourg"
2020-06-06,0,"Luxembourg"
2020-06-07,0,"Luxembourg"
2020-06-08,0,"Luxembourg"
2020-06-09,0,"Luxembourg"
2020-06-10,0,"Luxembourg"
2020-06-11,0,"Luxembourg"
2020-06-12,0,"Luxembourg"
2020-06-13,0,"Luxembourg"
2020-06-14,0,"Luxembourg"
2020-06-15,0,"Luxembourg"
2020-06-16,0,"Luxembourg"
2020-06-17,0,"Luxembourg"
2020-06-18,0,"Luxembourg"
2020-06-19,100,"Luxembourg"
2020-06-20,0,"Luxembourg"
2020-06-21,0,"Luxembourg"
2020-06-22,0,"Luxembourg"
2020-06-23,0,"Luxembourg"
2020-06-24,0,"Luxembourg"
2020-06-25,0,"Luxembourg"
2020-06-26,0,"Luxembourg"
2020-06-27,0,"Luxembourg"
2020-06-28,0,"Luxembourg"
2020-06-29,0,"Luxembourg"
2020-06-30,100,"Luxembourg"
2020-07-01,0,"Luxembourg"
2020-07-02,0,"Luxembourg"
2020-07-03,0,"Luxembourg"
2020-07-04,0,"Luxembourg"
2020-07-05,100,"Luxembourg"
2020-07-06,100,"Luxembourg"
2020-07-07,0,"Luxembourg"
2020-07-08,0,"Luxembourg"
2020-07-09,200,"Luxembourg"
2020-07-10,100,"Luxembourg"
2020-07-11,100,"Luxembourg"
2020-07-12,0,"Luxembourg"
2020-07-13,0,"Luxembourg"
2020-07-14,100,"Luxembourg"
2020-07-15,0,"Luxembourg"
2020-07-16,100,"Luxembourg"
2020-07-17,0,"Luxembourg"
2020-07-18,100,"Luxembourg"
2020-07-19,100,"Luxembourg"
2020-07-20,0,"Luxembourg"
2020-07-21,0,"Luxembourg"
2020-07-22,0,"Luxembourg"
2020-07-23,100,"Luxembourg"
2020-07-24,0,"Luxembourg"
2020-07-25,100,"Luxembourg"
2020-07-26,0,"Luxembourg"
2020-07-27,NA,"Luxembourg"
2020-07-28,NA,"Luxembourg"
2020-07-29,NA,"Luxembourg"
2020-07-30,NA,"Luxembourg"
2020-07-31,NA,"Luxembourg"
2020-08-01,NA,"Luxembourg"
2020-08-02,NA,"Luxembourg"
2020-08-03,NA,"Luxembourg"
2020-08-04,NA,"Luxembourg"
2020-08-05,NA,"Luxembourg"
2020-08-06,NA,"Luxembourg"
2020-08-07,NA,"Luxembourg"
2020-08-08,NA,"Luxembourg"
2020-08-09,NA,"Luxembourg"
2020-08-10,NA,"Luxembourg"
2020-08-11,NA,"Luxembourg"
2020-08-12,NA,"Luxembourg"
2020-08-13,NA,"Luxembourg"
2020-08-14,NA,"Luxembourg"
2020-08-15,NA,"Luxembourg"
2020-08-16,NA,"Luxembourg"
2020-08-17,NA,"Luxembourg"
2020-08-18,NA,"Luxembourg"
2019-12-31,0,"Madagascar"
2020-01-01,0,"Madagascar"
2020-01-02,0,"Madagascar"
2020-01-03,0,"Madagascar"
2020-01-04,0,"Madagascar"
2020-01-05,0,"Madagascar"
2020-01-06,0,"Madagascar"
2020-01-07,0,"Madagascar"
2020-01-08,0,"Madagascar"
2020-01-09,0,"Madagascar"
2020-01-10,0,"Madagascar"
2020-01-11,0,"Madagascar"
2020-01-12,0,"Madagascar"
2020-01-13,0,"Madagascar"
2020-01-14,0,"Madagascar"
2020-01-15,0,"Madagascar"
2020-01-16,0,"Madagascar"
2020-01-17,0,"Madagascar"
2020-01-18,0,"Madagascar"
2020-01-19,0,"Madagascar"
2020-01-20,0,"Madagascar"
2020-01-21,0,"Madagascar"
2020-01-22,0,"Madagascar"
2020-01-23,0,"Madagascar"
2020-01-24,0,"Madagascar"
2020-01-25,0,"Madagascar"
2020-01-26,0,"Madagascar"
2020-01-27,0,"Madagascar"
2020-01-28,0,"Madagascar"
2020-01-29,0,"Madagascar"
2020-01-30,0,"Madagascar"
2020-01-31,0,"Madagascar"
2020-02-01,0,"Madagascar"
2020-02-02,0,"Madagascar"
2020-02-03,0,"Madagascar"
2020-02-04,0,"Madagascar"
2020-02-05,0,"Madagascar"
2020-02-06,0,"Madagascar"
2020-02-07,0,"Madagascar"
2020-02-08,0,"Madagascar"
2020-02-09,0,"Madagascar"
2020-02-10,0,"Madagascar"
2020-02-11,0,"Madagascar"
2020-02-12,0,"Madagascar"
2020-02-13,0,"Madagascar"
2020-02-14,0,"Madagascar"
2020-02-15,0,"Madagascar"
2020-02-16,0,"Madagascar"
2020-02-17,0,"Madagascar"
2020-02-18,0,"Madagascar"
2020-02-19,0,"Madagascar"
2020-02-20,0,"Madagascar"
2020-02-21,0,"Madagascar"
2020-02-22,0,"Madagascar"
2020-02-23,0,"Madagascar"
2020-02-24,0,"Madagascar"
2020-02-25,0,"Madagascar"
2020-02-26,0,"Madagascar"
2020-02-27,0,"Madagascar"
2020-02-28,0,"Madagascar"
2020-02-29,0,"Madagascar"
2020-03-01,0,"Madagascar"
2020-03-02,0,"Madagascar"
2020-03-03,0,"Madagascar"
2020-03-04,0,"Madagascar"
2020-03-05,0,"Madagascar"
2020-03-06,0,"Madagascar"
2020-03-07,0,"Madagascar"
2020-03-08,0,"Madagascar"
2020-03-09,0,"Madagascar"
2020-03-10,0,"Madagascar"
2020-03-11,0,"Madagascar"
2020-03-12,0,"Madagascar"
2020-03-13,0,"Madagascar"
2020-03-14,0,"Madagascar"
2020-03-15,0,"Madagascar"
2020-03-16,0,"Madagascar"
2020-03-17,0,"Madagascar"
2020-03-18,0,"Madagascar"
2020-03-19,0,"Madagascar"
2020-03-20,0,"Madagascar"
2020-03-21,0,"Madagascar"
2020-03-22,0,"Madagascar"
2020-03-23,0,"Madagascar"
2020-03-24,0,"Madagascar"
2020-03-25,0,"Madagascar"
2020-03-26,0,"Madagascar"
2020-03-27,0,"Madagascar"
2020-03-28,0,"Madagascar"
2020-03-29,0,"Madagascar"
2020-03-30,0,"Madagascar"
2020-03-31,0,"Madagascar"
2020-04-01,0,"Madagascar"
2020-04-02,0,"Madagascar"
2020-04-03,0,"Madagascar"
2020-04-04,0,"Madagascar"
2020-04-05,0,"Madagascar"
2020-04-06,0,"Madagascar"
2020-04-07,0,"Madagascar"
2020-04-08,0,"Madagascar"
2020-04-09,0,"Madagascar"
2020-04-10,0,"Madagascar"
2020-04-11,0,"Madagascar"
2020-04-12,0,"Madagascar"
2020-04-13,0,"Madagascar"
2020-04-14,0,"Madagascar"
2020-04-15,0,"Madagascar"
2020-04-16,0,"Madagascar"
2020-04-17,0,"Madagascar"
2020-04-18,0,"Madagascar"
2020-04-19,0,"Madagascar"
2020-04-20,0,"Madagascar"
2020-04-21,0,"Madagascar"
2020-04-22,0,"Madagascar"
2020-04-23,0,"Madagascar"
2020-04-24,100,"Madagascar"
2020-04-25,0,"Madagascar"
2020-04-26,100,"Madagascar"
2020-04-27,0,"Madagascar"
2020-04-28,0,"Madagascar"
2020-04-29,0,"Madagascar"
2020-04-30,0,"Madagascar"
2020-05-01,0,"Madagascar"
2020-05-02,0,"Madagascar"
2020-05-03,0,"Madagascar"
2020-05-04,0,"Madagascar"
2020-05-05,0,"Madagascar"
2020-05-06,300,"Madagascar"
2020-05-07,100,"Madagascar"
2020-05-08,0,"Madagascar"
2020-05-09,0,"Madagascar"
2020-05-10,0,"Madagascar"
2020-05-11,0,"Madagascar"
2020-05-12,100,"Madagascar"
2020-05-13,0,"Madagascar"
2020-05-14,100,"Madagascar"
2020-05-15,100,"Madagascar"
2020-05-16,0,"Madagascar"
2020-05-17,0,"Madagascar"
2020-05-18,100,"Madagascar"
2020-05-19,0,"Madagascar"
2020-05-20,0,"Madagascar"
2020-05-21,0,"Madagascar"
2020-05-22,0,"Madagascar"
2020-05-23,0,"Madagascar"
2020-05-24,200,"Madagascar"
2020-05-25,0,"Madagascar"
2020-05-26,100,"Madagascar"
2020-05-27,0,"Madagascar"
2020-05-28,0,"Madagascar"
2020-05-29,100,"Madagascar"
2020-05-30,100,"Madagascar"
2020-05-31,0,"Madagascar"
2020-06-01,100,"Madagascar"
2020-06-02,0,"Madagascar"
2020-06-03,0,"Madagascar"
2020-06-04,0,"Madagascar"
2020-06-05,200,"Madagascar"
2020-06-06,200,"Madagascar"
2020-06-07,0,"Madagascar"
2020-06-08,200,"Madagascar"
2020-06-09,200,"Madagascar"
2020-06-10,200,"Madagascar"
2020-06-11,300,"Madagascar"
2020-06-12,300,"Madagascar"
2020-06-13,100,"Madagascar"
2020-06-14,0,"Madagascar"
2020-06-15,0,"Madagascar"
2020-06-16,0,"Madagascar"
2020-06-17,100,"Madagascar"
2020-06-18,0,"Madagascar"
2020-06-19,100,"Madagascar"
2020-06-20,200,"Madagascar"
2020-06-21,200,"Madagascar"
2020-06-22,400,"Madagascar"
2020-06-23,1000,"Madagascar"
2020-06-24,100,"Madagascar"
2020-06-25,100,"Madagascar"
2020-06-26,400,"Madagascar"
2020-06-27,300,"Madagascar"
2020-06-28,300,"Madagascar"
2020-06-29,400,"Madagascar"
2020-06-30,100,"Madagascar"
2020-07-01,600,"Madagascar"
2020-07-02,200,"Madagascar"
2020-07-03,700,"Madagascar"
2020-07-04,600,"Madagascar"
2020-07-05,200,"Madagascar"
2020-07-06,600,"Madagascar"
2020-07-07,600,"Madagascar"
2020-07-08,100,"Madagascar"
2020-07-09,100,"Madagascar"
2020-07-10,700,"Madagascar"
2020-07-11,400,"Madagascar"
2020-07-12,500,"Madagascar"
2020-07-13,400,"Madagascar"
2020-07-14,700,"Madagascar"
2020-07-15,100,"Madagascar"
2020-07-16,600,"Madagascar"
2020-07-17,700,"Madagascar"
2020-07-18,300,"Madagascar"
2020-07-19,100,"Madagascar"
2020-07-20,400,"Madagascar"
2020-07-21,600,"Madagascar"
2020-07-22,200,"Madagascar"
2020-07-23,200,"Madagascar"
2020-07-24,400,"Madagascar"
2020-07-25,100,"Madagascar"
2020-07-26,200,"Madagascar"
2020-07-27,NA,"Madagascar"
2020-07-28,NA,"Madagascar"
2020-07-29,NA,"Madagascar"
2020-07-30,NA,"Madagascar"
2020-07-31,NA,"Madagascar"
2020-08-01,NA,"Madagascar"
2020-08-02,NA,"Madagascar"
2020-08-03,NA,"Madagascar"
2020-08-04,NA,"Madagascar"
2020-08-05,NA,"Madagascar"
2020-08-06,NA,"Madagascar"
2020-08-07,NA,"Madagascar"
2020-08-08,NA,"Madagascar"
2020-08-09,NA,"Madagascar"
2020-08-10,NA,"Madagascar"
2020-08-11,NA,"Madagascar"
2020-08-12,NA,"Madagascar"
2020-08-13,NA,"Madagascar"
2020-08-14,NA,"Madagascar"
2020-08-15,NA,"Madagascar"
2020-08-16,NA,"Madagascar"
2020-08-17,NA,"Madagascar"
2020-08-18,NA,"Madagascar"
2019-12-31,0,"Malawi"
2020-01-01,0,"Malawi"
2020-01-02,0,"Malawi"
2020-01-03,0,"Malawi"
2020-01-04,0,"Malawi"
2020-01-05,0,"Malawi"
2020-01-06,0,"Malawi"
2020-01-07,0,"Malawi"
2020-01-08,0,"Malawi"
2020-01-09,0,"Malawi"
2020-01-10,0,"Malawi"
2020-01-11,0,"Malawi"
2020-01-12,0,"Malawi"
2020-01-13,0,"Malawi"
2020-01-14,0,"Malawi"
2020-01-15,0,"Malawi"
2020-01-16,0,"Malawi"
2020-01-17,0,"Malawi"
2020-01-18,0,"Malawi"
2020-01-19,0,"Malawi"
2020-01-20,0,"Malawi"
2020-01-21,0,"Malawi"
2020-01-22,0,"Malawi"
2020-01-23,0,"Malawi"
2020-01-24,0,"Malawi"
2020-01-25,0,"Malawi"
2020-01-26,0,"Malawi"
2020-01-27,0,"Malawi"
2020-01-28,0,"Malawi"
2020-01-29,0,"Malawi"
2020-01-30,0,"Malawi"
2020-01-31,0,"Malawi"
2020-02-01,0,"Malawi"
2020-02-02,0,"Malawi"
2020-02-03,0,"Malawi"
2020-02-04,0,"Malawi"
2020-02-05,0,"Malawi"
2020-02-06,0,"Malawi"
2020-02-07,0,"Malawi"
2020-02-08,0,"Malawi"
2020-02-09,0,"Malawi"
2020-02-10,0,"Malawi"
2020-02-11,0,"Malawi"
2020-02-12,0,"Malawi"
2020-02-13,0,"Malawi"
2020-02-14,0,"Malawi"
2020-02-15,0,"Malawi"
2020-02-16,0,"Malawi"
2020-02-17,0,"Malawi"
2020-02-18,0,"Malawi"
2020-02-19,0,"Malawi"
2020-02-20,0,"Malawi"
2020-02-21,0,"Malawi"
2020-02-22,0,"Malawi"
2020-02-23,0,"Malawi"
2020-02-24,0,"Malawi"
2020-02-25,0,"Malawi"
2020-02-26,0,"Malawi"
2020-02-27,0,"Malawi"
2020-02-28,0,"Malawi"
2020-02-29,0,"Malawi"
2020-03-01,0,"Malawi"
2020-03-02,0,"Malawi"
2020-03-03,0,"Malawi"
2020-03-04,0,"Malawi"
2020-03-05,0,"Malawi"
2020-03-06,0,"Malawi"
2020-03-07,0,"Malawi"
2020-03-08,0,"Malawi"
2020-03-09,0,"Malawi"
2020-03-10,0,"Malawi"
2020-03-11,0,"Malawi"
2020-03-12,0,"Malawi"
2020-03-13,0,"Malawi"
2020-03-14,0,"Malawi"
2020-03-15,100,"Malawi"
2020-03-16,0,"Malawi"
2020-03-17,0,"Malawi"
2020-03-18,0,"Malawi"
2020-03-19,100,"Malawi"
2020-03-20,0,"Malawi"
2020-03-21,0,"Malawi"
2020-03-22,0,"Malawi"
2020-03-23,0,"Malawi"
2020-03-24,0,"Malawi"
2020-03-25,0,"Malawi"
2020-03-26,0,"Malawi"
2020-03-27,0,"Malawi"
2020-03-28,0,"Malawi"
2020-03-29,0,"Malawi"
2020-03-30,100,"Malawi"
2020-03-31,0,"Malawi"
2020-04-01,0,"Malawi"
2020-04-02,0,"Malawi"
2020-04-03,0,"Malawi"
2020-04-04,0,"Malawi"
2020-04-05,0,"Malawi"
2020-04-06,0,"Malawi"
2020-04-07,0,"Malawi"
2020-04-08,0,"Malawi"
2020-04-09,0,"Malawi"
2020-04-10,0,"Malawi"
2020-04-11,0,"Malawi"
2020-04-12,0,"Malawi"
2020-04-13,0,"Malawi"
2020-04-14,0,"Malawi"
2020-04-15,0,"Malawi"
2020-04-16,0,"Malawi"
2020-04-17,0,"Malawi"
2020-04-18,0,"Malawi"
2020-04-19,0,"Malawi"
2020-04-20,0,"Malawi"
2020-04-21,0,"Malawi"
2020-04-22,0,"Malawi"
2020-04-23,0,"Malawi"
2020-04-24,0,"Malawi"
2020-04-25,0,"Malawi"
2020-04-26,0,"Malawi"
2020-04-27,0,"Malawi"
2020-04-28,0,"Malawi"
2020-04-29,0,"Malawi"
2020-04-30,0,"Malawi"
2020-05-01,100,"Malawi"
2020-05-02,0,"Malawi"
2020-05-03,0,"Malawi"
2020-05-04,0,"Malawi"
2020-05-05,0,"Malawi"
2020-05-06,0,"Malawi"
2020-05-07,0,"Malawi"
2020-05-08,0,"Malawi"
2020-05-09,0,"Malawi"
2020-05-10,0,"Malawi"
2020-05-11,0,"Malawi"
2020-05-12,0,"Malawi"
2020-05-13,0,"Malawi"
2020-05-14,0,"Malawi"
2020-05-15,0,"Malawi"
2020-05-16,0,"Malawi"
2020-05-17,0,"Malawi"
2020-05-18,0,"Malawi"
2020-05-19,0,"Malawi"
2020-05-20,0,"Malawi"
2020-05-21,100,"Malawi"
2020-05-22,100,"Malawi"
2020-05-23,0,"Malawi"
2020-05-24,0,"Malawi"
2020-05-25,0,"Malawi"
2020-05-26,200,"Malawi"
2020-05-27,0,"Malawi"
2020-05-28,0,"Malawi"
2020-05-29,300,"Malawi"
2020-05-30,0,"Malawi"
2020-05-31,0,"Malawi"
2020-06-01,0,"Malawi"
2020-06-02,100,"Malawi"
2020-06-03,100,"Malawi"
2020-06-04,0,"Malawi"
2020-06-05,0,"Malawi"
2020-06-06,0,"Malawi"
2020-06-07,100,"Malawi"
2020-06-08,200,"Malawi"
2020-06-09,0,"Malawi"
2020-06-10,0,"Malawi"
2020-06-11,100,"Malawi"
2020-06-12,0,"Malawi"
2020-06-13,200,"Malawi"
2020-06-14,0,"Malawi"
2020-06-15,500,"Malawi"
2020-06-16,100,"Malawi"
2020-06-17,600,"Malawi"
2020-06-18,200,"Malawi"
2020-06-19,500,"Malawi"
2020-06-20,100,"Malawi"
2020-06-21,100,"Malawi"
2020-06-22,300,"Malawi"
2020-06-23,800,"Malawi"
2020-06-24,400,"Malawi"
2020-06-25,0,"Malawi"
2020-06-26,400,"Malawi"
2020-06-27,300,"Malawi"
2020-06-28,200,"Malawi"
2020-06-29,1200,"Malawi"
2020-06-30,0,"Malawi"
2020-07-01,1100,"Malawi"
2020-07-02,0,"Malawi"
2020-07-03,1200,"Malawi"
2020-07-04,0,"Malawi"
2020-07-05,400,"Malawi"
2020-07-06,0,"Malawi"
2020-07-07,400,"Malawi"
2020-07-08,700,"Malawi"
2020-07-09,600,"Malawi"
2020-07-10,300,"Malawi"
2020-07-11,0,"Malawi"
2020-07-12,500,"Malawi"
2020-07-13,800,"Malawi"
2020-07-14,100,"Malawi"
2020-07-15,0,"Malawi"
2020-07-16,600,"Malawi"
2020-07-17,300,"Malawi"
2020-07-18,0,"Malawi"
2020-07-19,600,"Malawi"
2020-07-20,0,"Malawi"
2020-07-21,100,"Malawi"
2020-07-22,300,"Malawi"
2020-07-23,100,"Malawi"
2020-07-24,400,"Malawi"
2020-07-25,100,"Malawi"
2020-07-26,100,"Malawi"
2020-07-27,NA,"Malawi"
2020-07-28,NA,"Malawi"
2020-07-29,NA,"Malawi"
2020-07-30,NA,"Malawi"
2020-07-31,NA,"Malawi"
2020-08-01,NA,"Malawi"
2020-08-02,NA,"Malawi"
2020-08-03,NA,"Malawi"
2020-08-04,NA,"Malawi"
2020-08-05,NA,"Malawi"
2020-08-06,NA,"Malawi"
2020-08-07,NA,"Malawi"
2020-08-08,NA,"Malawi"
2020-08-09,NA,"Malawi"
2020-08-10,NA,"Malawi"
2020-08-11,NA,"Malawi"
2020-08-12,NA,"Malawi"
2020-08-13,NA,"Malawi"
2020-08-14,NA,"Malawi"
2020-08-15,NA,"Malawi"
2020-08-16,NA,"Malawi"
2020-08-17,NA,"Malawi"
2020-08-18,NA,"Malawi"
2019-12-31,0,"Malaysia"
2020-01-01,0,"Malaysia"
2020-01-02,0,"Malaysia"
2020-01-03,0,"Malaysia"
2020-01-04,0,"Malaysia"
2020-01-05,0,"Malaysia"
2020-01-06,0,"Malaysia"
2020-01-07,0,"Malaysia"
2020-01-08,0,"Malaysia"
2020-01-09,0,"Malaysia"
2020-01-10,0,"Malaysia"
2020-01-11,0,"Malaysia"
2020-01-12,0,"Malaysia"
2020-01-13,0,"Malaysia"
2020-01-14,0,"Malaysia"
2020-01-15,0,"Malaysia"
2020-01-16,0,"Malaysia"
2020-01-17,0,"Malaysia"
2020-01-18,0,"Malaysia"
2020-01-19,0,"Malaysia"
2020-01-20,0,"Malaysia"
2020-01-21,0,"Malaysia"
2020-01-22,0,"Malaysia"
2020-01-23,0,"Malaysia"
2020-01-24,0,"Malaysia"
2020-01-25,0,"Malaysia"
2020-01-26,0,"Malaysia"
2020-01-27,0,"Malaysia"
2020-01-28,0,"Malaysia"
2020-01-29,0,"Malaysia"
2020-01-30,0,"Malaysia"
2020-01-31,0,"Malaysia"
